Specification of which SVCs are contained in each TC
TC-ID[-]	SVC-ID[-]	fraction[-]
13	83	0.00758586708821778
13	89	0.0293272290541789
13	91	0.0487692212938061
13	93	0.078332546346671
13	95	0.00147816625264325
13	97	0.0315239483463015
13	99	5.13252171056684e-05
13	101	0.0124514976698351
13	107	0.00321295859081484
13	109	0.00345931963292205
13	111	0.00584080970662506
13	113	8.21203473690694e-05
13	115	0.0169270566014494
13	118	0.00457820936582562
13	123	0.000482457040793283
13	125	0.00140631094869531
13	127	0.00759613213163892
13	129	9.23853907902031e-05
13	131	0.00197088833685767
13	133	0.00228910468291281
13	138	0.000153975651317005
13	140	0.00250467059475662
13	142	0.00720606048163584
13	144	2.05300868422673e-05
13	146	0.0106140548974522
13	148	0.00883820238559609
14	1	0.00446937611988923
14	3	0.00839916924580551
14	5	0.0163911060433295
14	7	0.00777813976217625
14	9	0.0115246782863659
14	11	0.000580306238801108
14	13	0.00162892979312592
14	19	0.000824645707769995
14	21	0.019536976706304
14	23	0.00766615083889884
14	25	0.000559944616387034
14	27	0.00256556442417332
14	29	0.000223977846554814
14	31	0.00206670467502851
14	36	0.00144567519139925
14	38	0.0292087473529891
14	40	0.00592523212249552
14	42	0.000407232448281479
14	44	0.00235176738882554
14	46	2.0361622414074e-05
14	48	0.000325785958625183
14	53	0.215222348916762
14	55	0.0353579573220394
14	57	0.176759244176576
14	59	0.017348102296791
14	61	0.06607346473367
14	63	0.00649535755008959
14	65	0.00787994787424662
14	71	0.0156377260140088
14	73	0.00291171200521258
14	75	0.030837677146115
14	77	0.00115043166639518
14	79	0.0146909105717544
14	83	0.00664806971819515
14	89	0.0298705000814465
14	91	0.048745724059293
14	93	0.0783617038605636
14	95	0.00145585600260629
14	97	0.0299824890047239
14	99	5.09040560351849e-05
14	101	0.0132350545691481
14	107	0.00300333930607591
14	109	0.00314587066297443
14	111	0.00525329858283108
14	113	8.14464896562958e-05
14	115	0.0164318292881577
14	118	0.00466281153282294
14	123	0.000590487050008145
14	125	0.00134386707932888
14	127	0.00732000325785959
14	129	0.000122169734484444
14	131	0.00221941684313406
14	133	0.00239249063365369
14	138	0.000173073790519629
14	140	0.00243321387848184
14	142	0.00743199218113699
14	144	4.07232448281479e-05
14	146	0.0108629255579085
14	148	0.00904056035184884
15	1	0.00499006044869974
15	3	0.00843847620593127
15	5	0.0168870948111485
15	7	0.00819505862306787
15	9	0.0124447239238914
15	11	0.000456407967868879
15	13	0.00178506227433162
15	19	0.000851961540021908
15	21	0.0205180737555276
15	23	0.00798206823806239
15	25	0.000709967950018256
15	27	0.0029717229907907
15	29	0.000182563187147552
15	31	0.00247474542577792
15	36	0.00148079029575236
15	38	0.0290275467564607
15	40	0.0062274331615887
15	42	0.000486835165726804
15	44	0.00233275183577427
15	46	1.01423992859751e-05
15	48	0.000324556777151203
15	53	0.219856789322082
15	55	0.0316442857722423
15	57	0.180849121668222
15	59	0.0162278388575601
15	61	0.0675179520467362
15	63	0.00684611951803319
15	65	0.00776907785305692
15	71	0.0145239157775163
15	73	0.00291086859507485
15	75	0.0269280701042639
15	77	0.00125765751146091
15	79	0.0135299606474908
15	83	0.00554789240942837
15	89	0.0290884011521766
15	91	0.0483386749969573
15	93	0.0767982473934034
15	95	0.00112580632074323
15	97	0.028895695565743
15	99	1.01423992859751e-05
15	101	0.013043125481764
15	107	0.0026877358107834
15	109	0.0030122925879346
15	111	0.00445251328654306
15	113	8.11391942878007e-05
15	115	0.0151020325368169
15	118	0.00445251328654306
15	123	0.000709967950018256
15	125	0.00133879670574871
15	127	0.00763722666233924
15	129	0.000212990385005477
15	131	0.00237332143291817
15	133	0.0026877358107834
15	138	0.000344841575723153
15	140	0.00259645421720962
15	142	0.00848918820236115
15	144	5.07119964298754e-05
15	146	0.0116536167795854
15	148	0.00973670331453609
16	1	0.00356458766529751
16	3	0.0102328249357247
16	5	0.0163376934659469
16	7	0.00934167801940037
16	9	0.01010990811968
16	11	0.000501910332182695
16	13	0.00131111270447725
16	19	0.000583854876212523
16	21	0.0212441230397329
16	23	0.0080203222469194
16	25	0.000522396468190152
16	27	0.00343142778124904
16	29	5.12153400186424e-05
16	31	0.00279635756501787
16	36	0.00214080121277925
16	38	0.0221659991600684
16	40	0.00450694992164053
16	42	0.000399479652145411
16	44	0.00256076700093212
16	46	2.0486136007457e-05
16	48	0.000676042488246079
16	53	0.230182224179786
16	55	0.0680242146127608
16	57	0.189097278416831
16	59	0.0359634117610907
16	61	0.0580167371731181
16	63	0.00476302662173374
16	65	0.0105298739078329
16	71	0.00820469747098651
16	73	0.00312413574113719
16	75	0.0254949962612802
16	77	0.000624827148227437
16	79	0.0135618220369365
16	83	0.00619705614225573
16	89	0.0220942976840423
16	91	0.0396201870384217
16	93	0.059983406229834
16	95	0.00101406373236912
16	97	0.0270929148698618
16	99	0.000112673748041013
16	101	0.0094236225634302
16	107	0.00175156462863757
