# Specification of parameters for the reservoir size classes
Reservoir_class-ID, maxlake0[m**3], lake_vol0_factor[-], lake_change[-], alpha_Molle[-], damk_Molle[-], damc_hrr[-], damd_hrr[-]
1	5000	0.2	0.10	2.7	1500	7	1.5
2	25000	0.2	0	2.7	1500	14	1.5
3	50000	0.2	0	2.7	1500	21	1.5
4	100000	0.2	0	2.7	1500	28	1.5
5	250000	0.2	0	2.7	1500	35	1.5
