pre-specified mean daily river flow [m3/s] for selected sub-basins (MAP-IDs)		
Date	Timestep	Subbasin-ID.
22022003	1	1829	1704
23022003	1	1823	1618
24022003	1	1826	1697
25022003	1	1837	1645
26022003	1	1822	1719
27022003	1	1818	1693
28022003	1	1829	1725
01032003	1	1801	1624
02032003	1	1812	1494
03032003	1	1805	1498
04032003	1	1826	1510
05032003	1	1816	1569
06032003	1	1819	1766
07032003	1	1810	1798
08032003	1	1808	1705
09032003	1	1810	1612
10032003	1	1815	1730
11032003	1	1803	1881
12032003	1	1810	1694
13032003	1	1817	1769
14032003	1	1814	1752
15032003	1	1824	1793
16032003	1	1803	1613
17032003	1	1807	1646
18032003	1	1813	1703
19032003	1	1830	1675
20032003	1	1817	1680
21032003	1	1829	1563
22032003	1	1794	1670
23032003	1	1730	1505
24032003	1	1788	1522
25032003	1	1904	1690
26032003	1	1864	1703
27032003	1	1814	1642
28032003	1	1807	1698
29032003	1	1851	1454
30032003	1	1742	1290
31032003	1	1754	1576
01042003	1	1796	1632
02042003	1	1801	1645
03042003	1	1847	1694
04042003	1	1870	1552
05042003	1	1785	1635
06042003	1	1727	1455
07042003	1	1974	1752
08042003	1	2016	1707
09042003	1	1973	1513
10042003	1	1957	1614
11042003	1	1983	1719
12042003	1	1943	1750
13042003	1	1954	1607
14042003	1	1956	1690
15042003	1	1992	1829
16042003	1	1987	1794
17042003	1	1983	1801
18042003	1	1976	1403
19042003	1	1978	1641
20042003	1	1990	1487
21042003	1	1973	1565
22042003	1	1962	1717
23042003	1	1990	1722
24042003	1	2012	1770
25042003	1	2016	1825
26042003	1	2029	1729
27042003	1	2033	1526
28042003	1	2015	1714
29042003	1	2015	1725
30042003	1	2004	1747
01052003	1	2014	1456
02052003	1	2021	1731
03052003	1	2013	1606
04052003	1	2020	1409
05052003	1	2014	1625
06052003	1	2018	1943
07052003	1	2019	1933
08052003	1	2015	1577
09052003	1	2000	1719
10052003	1	2009	1659
11052003	1	2024	1404
12052003	1	1978	1623
13052003	1	2026	1695
14052003	1	2001	1637
15052003	1	2019	1660
16052003	1	2003	1601
17052003	1	1994	1599
18052003	1	2016	1439
19052003	1	2003	1515
20052003	1	1820	1640
21052003	1	1796	1695
22052003	1	1798	1714
23052003	1	1800	1756
24052003	1	1802	1590
25052003	1	1804	1488
26052003	1	1617	1812
27052003	1	1642	1831
28052003	1	1600	1720
29052003	1	1618	1808
30052003	1	1618	1639
31052003	1	1613	1614
01062003	1	1589	1512
02062003	1	1621	1676
03062003	1	1800	1641
04062003	1	1800	1590
05062003	1	1810	1527
06062003	1	1786	1654
07062003	1	1619	1667
08062003	1	1790	1446
09062003	1	1747	1578
10062003	1	1617	1388
11062003	1	1547	1460
12062003	1	1478	1448
13062003	1	1560	1442
14062003	1	1400	1462
15062003	1	1375	1361
16062003	1	1400	1336
17062003	1	1399	1350
18062003	1	1393	1331
19062003	1	1339	1367
20062003	1	1395	1393
21062003	1	1373	1348
22062003	1	1394	1302
23062003	1	1400	1279
24062003	1	1400	1398
25062003	1	1388	1337
26062003	1	1404	1520
27062003	1	1439	1430
28062003	1	1612	1695
29062003	1	1598	1446
30062003	1	1398	1373
01072003	1	1471	1439
02072003	1	1420	1376
03072003	1	1485	1428
04072003	1	1476	1404
05072003	1	1511	1427
06072003	1	1419	1384
07072003	1	1499	1359
08072003	1	1533	1457
09072003	1	1600	1487
10072003	1	1594	1522
11072003	1	1596	1563
12072003	1	1610	1527
13072003	1	1600	1371
14072003	1	1600	1496
15072003	1	1613	1507
16072003	1	1622	1529
17072003	1	1608	1580
18072003	1	1605	1600
19072003	1	1606	1612
20072003	1	1558	1398
21072003	1	1567	1452
22072003	1	1576	1483
23072003	1	1641	1451
24072003	1	1600	1514
25072003	1	1669	1570
26072003	1	1590	1507
27072003	1	1497	1397
28072003	1	1595	1557
29072003	1	1606	1456
30072003	1	1578	1538
31072003	1	1588	1507
01082003	1	1581	1585
02082003	1	1589	1425
03082003	1	1536	1415
04082003	1	1567	1441
05082003	1	1497	1434
06082003	1	1548	1499
07082003	1	1551	1458
08082003	1	1600	1466
09082003	1	1563	1419
10082003	1	1410	1347
11082003	1	1499	1455
12082003	1	1514	1359
13082003	1	1556	1718
14082003	1	1504	1543
15082003	1	1511	1561
16082003	1	1489	1549
17082003	1	1500	1369
18082003	1	1517	1500
19082003	1	1487	1583
20082003	1	1487	1523
21082003	1	1454	1580
22082003	1	1463	1595
23082003	1	1463	1641
24082003	1	1421	1400
25082003	1	1462	1510
26082003	1	1509	1501
27082003	1	1511	1608
28082003	1	1500	1618
29082003	1	1472	1678
30082003	1	1428	1693
31082003	1	1401	1384
01092003	1	1411	1538
02092003	1	1469	1613
03092003	1	1496	1599
04092003	1	1523	1637
05092003	1	1494	1576
06092003	1	1513	1594
07092003	1	1490	1429
08092003	1	1473	1465
09092003	1	1486	1430
10092003	1	1480	1580
11092003	1	1508	1601
12092003	1	1519	1550
13092003	1	1520	1558
14092003	1	1442	1478
15092003	1	1500	1548
16092003	1	1507	1564
17092003	1	1531	1725
18092003	1	1542	1679
19092003	1	1580	1771
20092003	1	1546	1531
21092003	1	1528	1471
22092003	1	1429	1628
23092003	1	1456	1630
24092003	1	1534	1617
25092003	1	1533	1802
26092003	1	1539	1792
27092003	1	1520	1841
28092003	1	1496	1462
29092003	1	1520	1464
30092003	1	1540	1802
01102003	1	1546	1742
02102003	1	1532	1717
03102003	1	1508	1721
04102003	1	1501	1568
05102003	1	1501	1754
06102003	1	1496	1674
07102003	1	1547	1837
08102003	1	1509	1817
09102003	1	1522	1896
10102003	1	1497	1836
11102003	1	1448	1563
12102003	1	1465	1625
13102003	1	1546	1800
14102003	1	1528	1777
15102003	1	1516	2005
16102003	1	1501	1959
17102003	1	1494	1840
18102003	1	1481	1572
19102003	1	1423	1509
20102003	1	1435	1787
21102003	1	1432	1834
22102003	1	1464	2036
23102003	1	1438	1888
24102003	1	1485	1968
25102003	1	1569	1942
26102003	1	1465	1652
27102003	1	1526	1815
28102003	1	1462	1839
29102003	1	1513	1926
30102003	1	1490	1910
31102003	1	1518	1804
01112003	1	1465	1632
02112003	1	1508	1734
03112003	1	1510	1690
04112003	1	1500	1708
05112003	1	1400	1692
06112003	1	1300	1860
07112003	1	1328	1741
08112003	1	1300	1573
09112003	1	1314	1679
10112003	1	1313	1722
11112003	1	1318	1774
12112003	1	1339	1774
13112003	1	1350	1715
14112003	1	1300	1761
15112003	1	1300	1676
16112003	1	1300	1615
17112003	1	1281	1826
18112003	1	1336	1613
19112003	1	1328	1678
20112003	1	1340	1724
21112003	1	1300	1842
22112003	1	1300	1681
23112003	1	1344	1594
24112003	1	1336	1721
25112003	1	1342	1930
26112003	1	1358	1874
27112003	1	1385	1836
28112003	1	1356	1936
29112003	1	1342	1852
30112003	1	1346	1544
01122003	1	1338	1652
02122003	1	1336	1736
03122003	1	1306	1810
04122003	1	1309	1886
05122003	1	1311	1864
06122003	1	1326	1819
07122003	1	1308	1847
08122003	1	1301	1578
09122003	1	1304	1787
10122003	1	1300	1806
11122003	1	1300	1829
12122003	1	1300	1768
13122003	1	1326	1736
14122003	1	1316	1461
15122003	1	1315	1630
16122003	1	1329	1654
17122003	1	1502	1798
18122003	1	1519	1703
19122003	1	1492	1561
20122003	1	1499	1627
21122003	1	1516	1509
22122003	1	1498	1654
23122003	1	1493	1611
24122003	1	1504	1475
25122003	1	1497	1405
26122003	1	1500	1520
27122003	1	1494	1556
28122003	1	1307	1329
29122003	1	1311	1364
30122003	1	1309	1324
31122003	1	1315	1310
01012004	1	1315	1304
02012004	1	1206	1214
03012004	1	1206	1199
04012004	1	1214	1198
05012004	1	1119	1164
06012004	1	1113	1186
07012004	1	1115	1182
08012004	1	1122	1171
09012004	1	1140	1167
10012004	1	1140	1157
11012004	1	1140	1168
12012004	1	1147	1170
13012004	1	1135	1166
14012004	1	1099	1160
15012004	1	1099	1070
16012004	1	1099	1099
17012004	1	1101	1093
18012004	1	1106	1099
19012004	1	1100	1103
20012004	1	1100	1115
21012004	1	1100	1203
22012004	1	1098	1104
23012004	1	1099	1106
24012004	1	1103	1102
25012004	1	1124	1143
26012004	1	1081	1148
27012004	1	1007	1500
28012004	1	1035	2894
29012004	1	1007	4449
30012004	1	978	5813
31012004	1	952	7664
01022004	1	1002	7958
02022004	1	1000	7969
03022004	1	971	7614
04022004	1	994	6963
05022004	1	1110	5766
06022004	1	1106	5508
07022004	1	1082	5498
08022004	1	1076	5494
09022004	1	1078	5234
10022004	1	1105	4271
11022004	1	1094	3738
12022004	1	1101	3230
13022004	1	1091	2799
14022004	1	1088	2183
15022004	1	1103	1961
16022004	1	1095	2107
17022004	1	1087	1902
18022004	1	1084	1692
19022004	1	1102	1626
20022004	1	1105	1403
21022004	1	1100	1510
22022004	1	1098	1423
23022004	1	1108	1398
24022004	1	1093	1371
25022004	1	1089	1302
26022004	1	1078	1622
27022004	1	1081	1544
28022004	1	1100	1319
29022004	1	1104	1552
01032004	1	1098	1573
02032004	1	1100	1478
03032004	1	1088	1523
04032004	1	1108	1404
05032004	1	1108	1474
06032004	1	1001	1323
07032004	1	1090	1448
08032004	1	1094	1389
09032004	1	1095	1440
10032004	1	1097	1456
11032004	1	1116	1500
12032004	1	1100	1456
13032004	1	1088	1262
14032004	1	1082	1320
15032004	1	1103	1319
16032004	1	1089	1364
17032004	1	1075	1356
18032004	1	1112	1466
19032004	1	1114	1465
20032004	1	1093	1310
21032004	1	1095	1320
22032004	1	1080	1401
23032004	1	1088	1392
24032004	1	1106	1476
25032004	1	1105	1379
26032004	1	1086	1407
27032004	1	1301	1483
28032004	1	1281	1318
29032004	1	1283	1493
30032004	1	1513	1451
31032004	1	1706	1454
01042004	1	1858	1793
02042004	1	2077	1912
03042004	1	2068	1620
04042004	1	2081	1465
05042004	1	2084	1605
06042004	1	2083	1636
07042004	1	2126	1532
08042004	1	2124	1556
09042004	1	1772	1283
10042004	1	1874	1288
11042004	1	1470	1289
12042004	1	1286	1432
13042004	1	1311	1776
14042004	1	1796	1694
15042004	1	2282	1778
16042004	1	2787	1784
17042004	1	3268	1719
18042004	1	3730	1453
19042004	1	3785	1575
20042004	1	3805	1684
21042004	1	3577	1531
22042004	1	3578	1750
23042004	1	3575	1745
24042004	1	3773	1677
25042004	1	3760	1568
26042004	1	3762	2200
27042004	1	3780	2868
28042004	1	3789	3447
29042004	1	3793	3870
30042004	1	3769	3696
01052004	1	3790	3734
02052004	1	3385	3774
03052004	1	3104	3738
04052004	1	3168	3470
05052004	1	3327	3453
06052004	1	3295	3271
07052004	1	3344	3237
08052004	1	2930	2996
09052004	1	2707	2688
10052004	1	2348	2974
11052004	1	1874	2696
12052004	1	1602	2586
13052004	1	1507	2609
14052004	1	1422	2242
15052004	1	1603	1847
16052004	1	1635	1777
17052004	1	1973	2068
18052004	1	1996	1892
19052004	1	2002	1829
20052004	1	1714	1714
21052004	1	1612	1665
22052004	1	1506	1419
23052004	1	1483	1649
24052004	1	1515	1595
25052004	1	1500	1693
26052004	1	1498	1746
27052004	1	1516	1789
28052004	1	1497	1858
29052004	1	1518	1682
30052004	1	1523	1440
31052004	1	1693	1795
01062004	1	1754	1883
02062004	1	1746	1684
03062004	1	1759	1575
04062004	1	1770	1566
05062004	1	1720	1591
06062004	1	1509	1599
07062004	1	1549	1687
08062004	1	1549	1687
09062004	1	1524	1693
10062004	1	1567	1474
11062004	1	1490	1585
12062004	1	1507	1451
13062004	1	1492	1367
14062004	1	1514	1482
15062004	1	1503	1444
16062004	1	1389	1409
17062004	1	1364	1475
18062004	1	1373	1420
19062004	1	1415	1438
20062004	1	1406	1329
21062004	1	1412	1406
22062004	1	1400	1490
23062004	1	1424	1378
24062004	1	1416	1343
25062004	1	1418	1441
26062004	1	1406	1510
27062004	1	1398	1404
28062004	1	1442	1605
29062004	1	1409	1577
30062004	1	1613	1499
01072004	1	1587	1560
02072004	1	1579	1467
03072004	1	1607	1588
04072004	1	1600	1411
05072004	1	1606	1411
06072004	1	1799	1643
07072004	1	1882	1870
08072004	1	1907	1836
09072004	1	1923	1601
10072004	1	1929	1635
11072004	1	1891	1365
12072004	1	2000	1583
13072004	1	2286	1532
14072004	1	1926	1803
15072004	1	2072	1801
16072004	1	1719	1728
17072004	1	1719	1575
18072004	1	1729	1385
19072004	1	1670	1490
20072004	1	1536	1454
21072004	1	1467	1588
22072004	1	1698	1673
23072004	1	1359	1816
24072004	1	1381	1634
25072004	1	1372	1477
26072004	1	1351	1658
27072004	1	1489	1573
28072004	1	1521	1740
29072004	1	1539	1808
30072004	1	1529	1755
31072004	1	1595	1682
01082004	1	1611	1588
02082004	1	1625	1757
03082004	1	1864	1932
04082004	1	1862	1851
05082004	1	1852	1810
06082004	1	1862	1837
07082004	1	2017	1715
08082004	1	2017	1597
09082004	1	2171	1787
10082004	1	2697	1726
11082004	1	2484	1703
12082004	1	2006	1722
13082004	1	1820	1984
14082004	1	1831	1988
15082004	1	1813	1528
16082004	1	2087	1810
17082004	1	2071	1896
18082004	1	2082	1953
19082004	1	2094	2177
20082004	1	2032	1954
21082004	1	1809	2122
22082004	1	1772	1658
23082004	1	1919	2019
24082004	1	1913	1986
25082004	1	1888	2041
26082004	1	1896	2069
27082004	1	1946	2030
28082004	1	1946	2030
29082004	1	1889	1807
30082004	1	2104	2145
31082004	1	2102	2206
01092004	1	2113	2023
02092004	1	2119	2074
03092004	1	2115	2195
04092004	1	2107	1921
05092004	1	2102	1843
06092004	1	2142	1923
07092004	1	2118	1785
08092004	1	2087	2053
09092004	1	2291	1947
10092004	1	2309	2183
11092004	1	2292	1941
12092004	1	2292	1801
13092004	1	2299	2094
14092004	1	2518	2248
15092004	1	2777	2069
16092004	1	2281	2010
17092004	1	2183	2196
18092004	1	2111	2123
19092004	1	2115	1859
20092004	1	2097	2087
21092004	1	2150	2074
22092004	1	2130	2045
23092004	1	2126	2177
24092004	1	2131	2021
25092004	1	2105	2166
26092004	1	1914	1940
27092004	1	1959	1782
28092004	1	1923	2050
29092004	1	1894	2107
30092004	1	1906	2096
01102004	1	1935	2142
02102004	1	1988	1853
03102004	1	1942	1541
04102004	1	1913	1697
05102004	1	1856	2220
06102004	1	1943	2245
07102004	1	1909	2218
08102004	1	1906	2200
09102004	1	1894	2180
10102004	1	1931	1992
11102004	1	1923	2177
12102004	1	1939	2103
13102004	1	1916	2245
14102004	1	2160	2139
15102004	1	2194	2200
16102004	1	2169	2119
17102004	1	2202	1840
18102004	1	2204	1999
19102004	1	2153	2237
20102004	1	2176	2118
21102004	1	2211	2280
22102004	1	2367	2425
23102004	1	2209	2122
24102004	1	2216	1943
25102004	1	2213	2128
26102004	1	2260	2191
27102004	1	2244	2271
28102004	1	2231	2229
29102004	1	2204	2047
30102004	1	2153	1858
31102004	1	2199	1671
01112004	1	2224	1852
02112004	1	2362	1777
03112004	1	2234	2012
04112004	1	2186	2117
05112004	1	2217	2212
06112004	1	2227	2030
07112004	1	2173	1843
08112004	1	2219	2053
09112004	1	2035	2164
10112004	1	1889	2123
11112004	1	1841	2127
12112004	1	1870	2243
13112004	1	1630	2189
14112004	1	1588	1953
15112004	1	1583	1813
16112004	1	1610	2134
17112004	1	1566	2163
18112004	1	1614	2213
19112004	1	1786	2275
20112004	1	1661	2342
21112004	1	1578	1917
22112004	1	1603	2139
23112004	1	1608	2237
24112004	1	1597	2202
25112004	1	1603	2202
26112004	1	1632	2156
27112004	1	1580	2043
28112004	1	1547	1756
29112004	1	1585	2130
30112004	1	1549	2038
01122004	1	1595	2104
02122004	1	1605	2042
03122004	1	1605	2052
04122004	1	1586	1986
05122004	1	1629	1648
06122004	1	1603	2042
07122004	1	1670	1910
08122004	1	1586	2010
09122004	1	1587	2190
10122004	1	1592	2140
11122004	1	1642	1961
12122004	1	1564	1814
13122004	1	1547	1963
14122004	1	1603	2117
15122004	1	1582	1972
16122004	1	1534	1947
17122004	1	1569	1956
18122004	1	1529	1615
19122004	1	1583	1562
20122004	1	1593	1835
21122004	1	1618	2015
22122004	1	1609	2035
23122004	1	1704	1978
24122004	1	1648	1643
25122004	1	1588	1513
26122004	1	1323	1456
27122004	1	1556	1583
28122004	1	1595	1763
29122004	1	1548	1680
30122004	1	1683	1544
31122004	1	1762	1555
01012005	1	1260	1504
02012005	1	1278	1531
03012005	1	1361	1543
04012005	1	1539	1894
05012005	1	1544	1953
06012005	1	1483	1811
07012005	1	1512	1639
08012005	1	1398	1782
09012005	1	1408	1561
10012005	1	1605	1919
11012005	1	1574	1875
12012005	1	1834	1892
13012005	1	1911	1892
14012005	1	1863	1775
15012005	1	1866	1771
16012005	1	1779	1498
17012005	1	1908	1789
18012005	1	1966	2033
19012005	1	2013	1682
20012005	1	1996	1825
21012005	1	1958	1717
22012005	1	1960	1633
23012005	1	1854	1556
24012005	1	1951	1622
25012005	1	1975	1809
26012005	1	1992	1838
27012005	1	1996	1903
28012005	1	2029	1995
29012005	1	1961	1853
30012005	1	1986	1588
31012005	1	2007	1547
01022005	1	1936	1639
02022005	1	1992	1613
03022005	1	1947	1557
04022005	1	1968	1569
05022005	1	2066	1581
06022005	1	1841	1460
07022005	1	1996	1472
08022005	1	1963	1359
09022005	1	1961	1480
10022005	1	2010	1519
11022005	1	1972	1564
12022005	1	2488	1489
13022005	1	2422	1546
14022005	1	2769	1671
15022005	1	2908	2574
16022005	1	3053	3129
17022005	1	3526	3160
18022005	1	3532	3557
19022005	1	3501	3879
20022005	1	3509	3991
21022005	1	3428	3963
22022005	1	3023	3977
23022005	1	2961	3503
24022005	1	3087	3500
25022005	1	3137	3454
26022005	1	3104	2953
27022005	1	3099	3049
28022005	1	3062	3031
01032005	1	2973	2949
02032005	1	2939	2825
03032005	1	2494	2510
04032005	1	2493	2658
05032005	1	2720	2637
06032005	1	2567	2465
07032005	1	2541	2494
08032005	1	2912	2407
09032005	1	2904	2379
10032005	1	2920	2429
11032005	1	2979	2480
12032005	1	2891	2482
13032005	1	2931	2387
14032005	1	2986	2518
15032005	1	3378	2911
16032005	1	3508	3084
17032005	1	3381	2919
18032005	1	3420	3550
19032005	1	3472	3543
20032005	1	3455	3523
21032005	1	3452	3547
22032005	1	3490	3516
23032005	1	3506	3396
24032005	1	3500	3481
25032005	1	3580	3498
26032005	1	3560	3792
27032005	1	3504	3792
28032005	1	3601	3865
29032005	1	3544	3791
30032005	1	3477	3839
31032005	1	3438	3831
01042005	1	3494	3795
02042005	1	3595	3822
03042005	1	3501	3843
04042005	1	3484	3821
05042005	1	3468	3333
06042005	1	3455	2797
07042005	1	3539	2325
08042005	1	3308	2222
09042005	1	2973	1947
10042005	1	2988	1755
11042005	1	3008	1978
12042005	1	2703	2033
13042005	1	2741	2060
14042005	1	2477	2034
15042005	1	2512	2190
16042005	1	2507	2203
17042005	1	2545	1892
18042005	1	2477	2210
19042005	1	2590	2469
20042005	1	2600	2566
21042005	1	2506	2578
22042005	1	2581	2752
23042005	1	2544	2429
24042005	1	2504	2232
25042005	1	2304	2303
26042005	1	2295	2241
27042005	1	2207	2242
28042005	1	2338	2288
29042005	1	2328	2539
30042005	1	1946	2309
01052005	1	2055	1849
02052005	1	2510	2358
03052005	1	2990	2887
04052005	1	3028	2847
05052005	1	2936	2842
06052005	1	2812	2904
07052005	1	2811	2988
08052005	1	2715	2850
09052005	1	2278	2864
10052005	1	2070	2879
11052005	1	2037	2268
12052005	1	2034	2191
13052005	1	2068	2176
14052005	1	1948	2315
15052005	1	1939	1832
16052005	1	1914	2112
17052005	1	1774	2163
18052005	1	1779	2152
19052005	1	1780	2159
20052005	1	1776	2240
21052005	1	1686	1915
22052005	1	1733	1837
23052005	1	1842	2191
24052005	1	1790	2101
25052005	1	1943	2122
26052005	1	1944	1837
27052005	1	1991	2080
28052005	1	1773	1629
29052005	1	1646	1555
30052005	1	2019	1812
31052005	1	2022	1807
01062005	1	1984	1852
02062005	1	1817	1738
03062005	1	1827	1692
04062005	1	1606	1579
05062005	1	1501	1559
06062005	1	1695	1696
07062005	1	1703	1748
08062005	1	1734	1756
09062005	1	1729	1855
10062005	1	1556	1757
11062005	1	1540	1623
12062005	1	1495	1539
13062005	1	1682	1755
14062005	1	1717	1757
15062005	1	1698	1693
16062005	1	1705	2030
17062005	1	1868	2033
18062005	1	2001	1945
19062005	1	1985	1801
20062005	1	2194	2046
21062005	1	2232	2172
22062005	1	2263	2256
23062005	1	2273	2168
24062005	1	1991	1871
25062005	1	1996	1905
26062005	1	2013	1782
27062005	1	2178	1966
28062005	1	2177	2041
29062005	1	2180	1998
30062005	1	2159	1999
01072005	1	2171	2053
02072005	1	2067	2030
03072005	1	2040	1964
04072005	1	1990	2036
05072005	1	2038	2056
06072005	1	2042	2076
07072005	1	2048	2045
08072005	1	2031	2226
09072005	1	1798	1922
10072005	1	1792	1842
11072005	1	1860	1985
12072005	1	1860	1962
13072005	1	1815	2027
14072005	1	1820	1936
15072005	1	1780	2014
16072005	1	2051	2383
17072005	1	1690	1713
18072005	1	1679	1996
19072005	1	1922	2132
20072005	1	1911	2137
21072005	1	1925	2020
22072005	1	1878	2047
23072005	1	1872	2084
24072005	1	1875	1574
25072005	1	1882	1781
26072005	1	1971	1662
27072005	1	1910	1697
28072005	1	1938	1716
29072005	1	1686	1912
30072005	1	1685	1614
31072005	1	1713	1559
01082005	1	1718	1718
02082005	1	1692	1684
03082005	1	1719	1780
04082005	1	1713	1853
05082005	1	1703	1929
06082005	1	1739	1671
07082005	1	1713	1537
08082005	1	1900	1996
09082005	1	2329	2120
10082005	1	2363	2206
11082005	1	2373	2134
12082005	1	2326	2077
13082005	1	2327	1942
14082005	1	2145	1834
15082005	1	2173	2104
16082005	1	2210	2136
17082005	1	2218	2092
18082005	1	2191	2028
19082005	1	2244	2098
20082005	1	2170	1969
21082005	1	2172	1824
22082005	1	2195	1967
23082005	1	1968	1971
24082005	1	1996	2029
25082005	1	2004	2030
26082005	1	2001	2054
27082005	1	2077	1935
28082005	1	1891	1737
29082005	1	1915	2145
30082005	1	1895	2090
31082005	1	1862	2130
01092005	1	1910	2207
02092005	1	1918	2105
03092005	1	1886	1993
04092005	1	1841	1808
05092005	1	1840	2125
06092005	1	1981	2190
07092005	1	1895	1898
08092005	1	2034	2164
09092005	1	2272	2175
10092005	1	2088	2098
11092005	1	2041	1796
12092005	1	2271	2121
13092005	1	2448	2085
14092005	1	2476	2205
15092005	1	2555	2177
16092005	1	2457	2134
17092005	1	2138	2092
18092005	1	2184	1822
19092005	1	2396	2224
20092005	1	2414	2255
21092005	1	2359	2205
22092005	1	2417	2193
23092005	1	2410	2215
24092005	1	2010	2291
25092005	1	2019	1880
26092005	1	2323	2203
27092005	1	2434	2384
28092005	1	2372	2201
29092005	1	2365	2244
30092005	1	2391	2202
01102005	1	2034	2166
02102005	1	1910	1981
03102005	1	2348	2269
04102005	1	2414	2350
05102005	1	2344	2199
06102005	1	2425	2392
07102005	1	2410	2456
08102005	1	2279	2245
09102005	1	2412	2037
10102005	1	2369	2306
11102005	1	2343	2398
12102005	1	2295	1981
13102005	1	2339	2091
14102005	1	2332	2352
15102005	1	2193	2025
16102005	1	2029	2014
17102005	1	2317	2177
18102005	1	2345	2211
19102005	1	2504	2245
20102005	1	2407	2284
21102005	1	2385	2328
22102005	1	2194	2062
23102005	1	1986	1589
24102005	1	2237	2193
25102005	1	2264	2135
26102005	1	2217	2241
27102005	1	2327	2277
28102005	1	2267	2212
29102005	1	1936	2103
30102005	1	2000	1821
31102005	1	1941	2294
01112005	1	2004	2203
02112005	1	1997	1904
03112005	1	1988	2184
04112005	1	1997	2254
05112005	1	2077	2043
06112005	1	2030	1871
07112005	1	2077	2338
08112005	1	1872	2260
09112005	1	1779	2280
10112005	1	1716	2311
11112005	1	1637	2312
12112005	1	1388	2260
13112005	1	1438	1940
14112005	1	1585	2214
15112005	1	1644	2039
16112005	1	1630	2215
17112005	1	1607	2407
18112005	1	1632	2324
19112005	1	1608	2142
20112005	1	1622	1874
21112005	1	1641	2366
22112005	1	1698	2385
23112005	1	1603	2450
24112005	1	1497	2321
25112005	1	1876	2389
26112005	1	1617	2227
27112005	1	1585	1957
28112005	1	1580	2146
29112005	1	1437	2173
30112005	1	1554	2106
01122005	1	1562	2117
02122005	1	1561	2208
03122005	1	1574	2193
04122005	1	1591	1793
05122005	1	2229	2061
06122005	1	2193	2109
07122005	1	2163	2077
08122005	1	2155	2126
09122005	1	2206	2063
10122005	1	1889	2011
11122005	1	1842	1901
12122005	1	2119	2080
13122005	1	2132	2026
14122005	1	2135	2003
15122005	1	2258	2114
16122005	1	2167	1999
17122005	1	1945	2162
18122005	1	1916	1895
19122005	1	2062	2069
20122005	1	2048	2159
21122005	1	1910	2120
22122005	1	1862	2049
23122005	1	1953	2068
24122005	1	1659	1711
25122005	1	1643	1617
26122005	1	1904	1937
27122005	1	1892	2113
28122005	1	2139	2004
29122005	1	2113	1968
30122005	1	2231	2013
31122005	1	1620	1841
01012006	1	1602	1611
02012006	1	2133	1899
03012006	1	2327	2044
04012006	1	2330	2108
05012006	1	2383	2036
06012006	1	2323	1899
07012006	1	1971	1889
08012006	1	1961	1576
09012006	1	2358	2087
10012006	1	2330	2060
11012006	1	2361	2110
12012006	1	2345	2157
13012006	1	2509	2126
14012006	1	1927	2045
15012006	1	2028	1922
16012006	1	2405	2092
17012006	1	2381	2126
18012006	1	2414	2197
19012006	1	2406	2153
20012006	1	2416	2157
21012006	1	1934	1956
22012006	1	1945	1704
23012006	1	2173	2046
24012006	1	2212	2145
25012006	1	2135	2124
26012006	1	2188	2209
27012006	1	2231	2230
28012006	1	1952	2294
29012006	1	1993	1898
30012006	1	2254	2136
31012006	1	2410	2216
01022006	1	2396	2139
02022006	1	2396	2119
03022006	1	2341	2149
04022006	1	2057	2072
05022006	1	1778	1915
06022006	1	2196	2067
07022006	1	2424	2093
08022006	1	2430	2272
09022006	1	2434	2209
10022006	1	2412	2254
11022006	1	2058	2215
12022006	1	2016	2068
13022006	1	2354	2120
14022006	1	2344	2130
15022006	1	2376	2137
16022006	1	2204	2070
17022006	1	2316	2018
18022006	1	1957	1960
19022006	1	2135	1798
20022006	1	2035	2428
21022006	1	1952	2183
22022006	1	2097	2272
23022006	1	2114	2360
24022006	1	2123	2196
25022006	1	1887	1950
26022006	1	1955	1935
27022006	1	1962	1936
28022006	1	1997	1893
01032006	1	2079	1905
02032006	1	2051	2117
03032006	1	2142	2119
04032006	1	1984	2013
05032006	1	2023	1702
06032006	1	2240	2053
07032006	1	2208	2181
08032006	1	2309	2219
09032006	1	2236	2405
10032006	1	2353	2243
11032006	1	2015	1985
12032006	1	1880	1712
13032006	1	2040	1970
14032006	1	1960	1893
15032006	1	1896	1813
16032006	1	2039	1678
17032006	1	1936	1663
18032006	1	1911	1590
19032006	1	1606	1500
20032006	1	1967	1607
21032006	1	1882	1616
22032006	1	1883	1696
23032006	1	1931	1666
24032006	1	1857	1795
25032006	1	1704	1546
26032006	1	1784	1612
27032006	1	2180	1847
28032006	1	2267	1990
29032006	1	2231	1977
30032006	1	2213	2008
31032006	1	2241	1784
01042006	1	1885	1627
02042006	1	1859	1442
03042006	1	2174	1756
04042006	1	2239	1624
05042006	1	2389	1697
06042006	1	2395	1763
07042006	1	2438	1690
08042006	1	1966	1618
09042006	1	2051	1577
10042006	1	2215	1599
11042006	1	2203	1801
12042006	1	2265	2004
13042006	1	2276	2267
14042006	1	2238	2052
15042006	1	2279	2074
16042006	1	2347	2081
17042006	1	2290	2273
18042006	1	2469	2322
19042006	1	2565	2287
20042006	1	2652	2337
21042006	1	2528	1925
22042006	1	2504	2385
23042006	1	2772	2731
24042006	1	3081	3037
25042006	1	2900	2718
26042006	1	2919	2753
27042006	1	2786	2798
28042006	1	2735	2758
