pre-specified mean daily river flow [m3/s] for selected sub-basins (MAP-IDs)		
Date	Timestep	Subbasin-ID.
29042006	1	2711	2702
30042006	1	2602	2853
01052006	1	2704	2765
02052006	1	2766	2685
03052006	1	2716	2861
04052006	1	2530	2730
05052006	1	2480	2797
06052006	1	2475	2796
07052006	1	2387	2500
08052006	1	2275	2375
09052006	1	2253	2198
10052006	1	2163	2174
11052006	1	2285	2258
12052006	1	2091	2435
13052006	1	2017	2257
14052006	1	1910	1960
15052006	1	2180	2234
16052006	1	2179	2164
17052006	1	2199	2112
18052006	1	2127	2086
19052006	1	2136	2118
20052006	1	1944	2019
21052006	1	1951	1963
22052006	1	2213	2086
23052006	1	2113	2290
24052006	1	2159	2091
25052006	1	2162	2128
26052006	1	2183	2034
27052006	1	1949	1912
28052006	1	1892	1648
29052006	1	1852	1985
30052006	1	1760	2015
31052006	1	1752	2049
01062006	1	1742	2121
02062006	1	1730	2175
03062006	1	1629	2021
04062006	1	1717	1610
05062006	1	1966	1982
06062006	1	1996	2056
07062006	1	2131	2090
08062006	1	2081	1980
09062006	1	2150	2022
10062006	1	1899	1893
11062006	1	1947	1694
12062006	1	2136	2037
13062006	1	2081	1910
14062006	1	2012	1824
15062006	1	2018	1712
16062006	1	2072	1984
17062006	1	2145	1841
18062006	1	1782	1639
19062006	1	1930	2041
20062006	1	1894	2251
21062006	1	1966	2054
22062006	1	2004	2158
23062006	1	1916	2143
24062006	1	1886	2009
25062006	1	1942	1864
26062006	1	1857	2066
27062006	1	2253	2041
28062006	1	2404	2317
29062006	1	2295	2138
30062006	1	2320	2158
01072006	1	2017	2000
02072006	1	1989	1818
03072006	1	2321	2122
04072006	1	2374	2207
05072006	1	2315	2187
06072006	1	2314	2143
07072006	1	2281	2141
08072006	1	2020	2040
09072006	1	1975	1896
10072006	1	2048	2177
11072006	1	2027	2272
12072006	1	2034	2297
13072006	1	2030	2215
14072006	1	2035	2185
15072006	1	1964	2059
16072006	1	2020	1933
17072006	1	2219	2157
18072006	1	2174	2203
19072006	1	2155	2165
20072006	1	2170	2229
21072006	1	2149	2247
22072006	1	1994	2180
23072006	1	2015	1941
24072006	1	2144	2114
25072006	1	2251	2193
26072006	1	2208	2281
27072006	1	2241	2256
28072006	1	2243	2291
29072006	1	1979	2335
30072006	1	1880	2077
31072006	1	2246	2377
01082006	1	2253	2359
02082006	1	2333	2348
03082006	1	2431	2390
04082006	1	2467	2316
05082006	1	2486	2197
06082006	1	2430	2014
07082006	1	2441	2284
08082006	1	2499	2296
09082006	1	2444	2268
10082006	1	2452	2285
11082006	1	2458	2219
12082006	1	2255	2285
13082006	1	2253	1962
14082006	1	2383	2330
15082006	1	2310	2323
16082006	1	2328	2366
17082006	1	2371	2377
18082006	1	2305	2374
19082006	1	2409	2240
20082006	1	2324	2011
21082006	1	2385	2347
22082006	1	2397	2409
23082006	1	2385	2425
24082006	1	2419	2518
25082006	1	2387	2468
26082006	1	2327	2228
27082006	1	2314	2019
28082006	1	2583	2350
29082006	1	2670	2388
30082006	1	2551	2424
31082006	1	2416	2326
01092006	1	2405	2342
02092006	1	2174	2124
03092006	1	2204	2052
04092006	1	2209	2424
05092006	1	2262	2666
06092006	1	2225	2615
07092006	1	2164	2177
08092006	1	2145	2512
09092006	1	2203	2305
10092006	1	2319	2070
11092006	1	2532	2448
12092006	1	2467	2519
13092006	1	2606	2559
14092006	1	2600	2470
15092006	1	2628	2508
16092006	1	2565	2325
17092006	1	2494	2115
18092006	1	2589	2472
19092006	1	2656	2642
20092006	1	2509	2618
21092006	1	2576	2606
22092006	1	2627	2603
23092006	1	2589	2467
24092006	1	2603	2110
25092006	1	2607	2488
26092006	1	2697	2555
27092006	1	2628	2590
28092006	1	2645	2570
29092006	1	2591	2530
30092006	1	2647	2287
01102006	1	2582	1692
02102006	1	2630	2270
03102006	1	2623	2566
04102006	1	2570	2611
05102006	1	2542	2598
06102006	1	2529	2661
07102006	1	2379	2511
08102006	1	2278	2141
09102006	1	2448	2530
10102006	1	2453	2671
11102006	1	2384	2683
12102006	1	2426	2353
13102006	1	2331	2420
14102006	1	2381	2467
15102006	1	2341	2094
16102006	1	2406	2567
17102006	1	2347	2624
18102006	1	2913	2696
19102006	1	2921	2512
20102006	1	2662	2582
21102006	1	2430	2517
22102006	1	2487	2133
23102006	1	2142	2564
24102006	1	2318	2586
25102006	1	2158	2669
26102006	1	1968	2702
27102006	1	2398	2532
28102006	1	2149	2335
29102006	1	1977	2004
30102006	1	2550	2464
31102006	1	2300	2446
01112006	1	1997	2072
02112006	1	1973	2428
03112006	1	1931	2375
04112006	1	1912	2326
05112006	1	1910	2009
06112006	1	2142	2564
07112006	1	2318	2586
08112006	1	2158	2669
09112006	1	1968	2702
10112006	1	2398	2532
11112006	1	2149	2335
12112006	1	1977	2004
13112006	1	2550	2464
14112006	1	2300	2446
15112006	1	1997	2072
16112006	1	1973	2428
17112006	1	1931	2375
18112006	1	1912	2326
19112006	1	1910	2009
20112006	1	1803	2428
21112006	1	1865	2465
22112006	1	1778	2474
23112006	1	1758	2468
24112006	1	1806	2633
25112006	1	1823	2472
26112006	1	1834	2145
27112006	1	1798	2532
28112006	1	1712	2540
29112006	1	2421	2551
30112006	1	2670	2524
01122006	1	2405	2669
02122006	1	2369	2465
03122006	1	2409	2195
04122006	1	2550	2484
05122006	1	2440	2714
06122006	1	2699	2792
07122006	1	2516	2574
08122006	1	2465	2579
09122006	1	2642	2407
10122006	1	2430	2113
11122006	1	2632	2516
12122006	1	2720	2662
13122006	1	2731	2610
14122006	1	2689	2593
15122006	1	2720	2541
16122006	1	2737	2358
17122006	1	2666	2232
18122006	1	2671	2467
19122006	1	2723	2644
20122006	1	2758	2658
21122006	1	2780	2440
22122006	1	2872	2658
23122006	1	2819	2369
24122006	1	2697	2235
25122006	1	2659	2010
26122006	1	2680	2444
27122006	1	2289	2522
28122006	1	2229	2457
29122006	1	2287	2387
30122006	1	2295	2312
31122006	1	2097	2154
01012007	1	2070	1992
02012007	1	2069	2457
03012007	1	2218	2411
04012007	1	2362	2613
05012007	1	2368	2684
06012007	1	2353	2391
07012007	1	2385	2046
08012007	1	2470	2600
09012007	1	2634	2706
10012007	1	2461	2672
11012007	1	2762	2528
12012007	1	2543	2669
13012007	1	2472	2478
14012007	1	2424	2301
15012007	1	2795	2461
16012007	1	2732	2439
17012007	1	2651	2566
18012007	1	2747	2502
19012007	1	2813	2574
20012007	1	2500	2331
21012007	1	2809	2330
22012007	1	2832	2489
23012007	1	2866	2787
24012007	1	2988	2766
25012007	1	3013	2696
26012007	1	3491	2771
27012007	1	3458	2806
28012007	1	3497	2817
29012007	1	3489	3079
30012007	1	3547	3168
31012007	1	4005	3467
01022007	1	4043	3529
02022007	1	4540	3547
03022007	1	4446	4058
04022007	1	4924	4054
05022007	1	4986	4401
06022007	1	4968	4523
07022007	1	5532	5069
08022007	1	5560	5511
09022007	1	5988	6056
10022007	1	6010	6018
11022007	1	5981	6011
12022007	1	6008	5999
13022007	1	5810	6004
14022007	1	4770	6043
15022007	1	4175	6030
16022007	1	5252	6017
17022007	1	6056	6045
18022007	1	6013	6021
19022007	1	5930	5999
20022007	1	5942	6001
21022007	1	6059	6023
22022007	1	6016	6069
23022007	1	6098	6011
24022007	1	5995	6040
25022007	1	6023	6034
26022007	1	5974	6035
27022007	1	5966	6011
28022007	1	5989	6086
01032007	1	5908	6334
02032007	1	6002	6303
03032007	1	6002	6268
04032007	1	6002	6307
05032007	1	5984	6266
06032007	1	6043	6275
07032007	1	6002	6257
08032007	1	6002	6295
09032007	1	5973	6311
10032007	1	5921	6307
11032007	1	5953	6338
12032007	1	5930	6259
13032007	1	6032	6259
14032007	1	6002	5805
15032007	1	5458	5456
16032007	1	6002	4903
17032007	1	6002	4992
18032007	1	6002	4954
19032007	1	4921	5007
20032007	1	4556	4906
21032007	1	6002	4581
22032007	1	6002	4470
23032007	1	6002	3989
24032007	1	3881	3973
25032007	1	3954	3448
26032007	1	3499	3510
27032007	1	2825	2780
28032007	1	2801	2646
29032007	1	2468	2429
30032007	1	2506	2384
31032007	1	2579	2258
01042007	1	2500	1860
02042007	1	2529	2380
03042007	1	2467	2426
04042007	1	1980	2504
05042007	1	1818	2381
06042007	1	1777	1863
07042007	1	1625	2380
08042007	1	1609	1946
09042007	1	2085	2380
10042007	1	2144	2378
11042007	1	2333	2293
12042007	1	2385	2297
13042007	1	2543	2273
14042007	1	2534	2182
15042007	1	2496	2297
16042007	1	2825	2189
17042007	1	2896	2148
18042007	1	2896	2083
19042007	1	2812	2117
20042007	1	2830	2034
21042007	1	2805	1914
22042007	1	2606	1728
23042007	1	2625	2022
24042007	1	2806	2007
25042007	1	2313	2061
26042007	1	1825	1955
27042007	1	1815	1892
28042007	1	1812	1851
29042007	1	1798	1667
30042007	1	1707	1961
01052007	1	1738	1655
02052007	1	1745	1944
03052007	1	1820	1930
04052007	1	1808	1966
05052007	1	1817	1927
06052007	1	1783	1827
07052007	1	1826	1923
08052007	1	1821	1937
09052007	1	1823	2296
10052007	1	1984	2350
11052007	1	2280	2324
12052007	1	2254	1925
13052007	1	2288	1768
14052007	1	2311	2125
15052007	1	2396	1848
16052007	1	2280	1884
17052007	1	2392	1887
18052007	1	2076	1907
19052007	1	1789	1886
20052007	1	1859	1888
21052007	1	1787	1918
22052007	1	1853	1956
23052007	1	2181	2175
24052007	1	2227	2296
25052007	1	2221	2316
26052007	1	2217	2203
27052007	1	2043	1950
28052007	1	2272	2339
29052007	1	2529	2409
30052007	1	2518	2388
31052007	1	2512	2300
01062007	1	2539	2307
02062007	1	2199	2105
03062007	1	1981	1811
04062007	1	2289	2305
05062007	1	2306	2350
06062007	1	2333	2606
07062007	1	2290	2250
08062007	1	2302	2543
09062007	1	2232	2291
10062007	1	1971	2186
11062007	1	2259	2470
12062007	1	2445	2474
13062007	1	2337	2335
14062007	1	2420	2341
15062007	1	2418	2293
16062007	1	2056	2386
17062007	1	2054	2059
18062007	1	2487	2402
19062007	1	2436	2115
20062007	1	2448	2038
21062007	1	2446	2073
22062007	1	2426	2104
23062007	1	2184	2008
24062007	1	1938	1802
25062007	1	2305	2136
26062007	1	2246	2203
27062007	1	2219	2136
28062007	1	2232	2158
29062007	1	2217	2112
30062007	1	2293	2272
01072007	1	2306	2200
02072007	1	2627	2516
03072007	1	2623	2557
04072007	1	2594	2655
05072007	1	2611	2510
06072007	1	2621	2601
07072007	1	2557	2523
08072007	1	2556	2077
09072007	1	2608	2394
10072007	1	2634	2641
11072007	1	2667	2665
12072007	1	2749	2562
13072007	1	2653	2505
14072007	1	2606	2350
15072007	1	2611	2074
16072007	1	2541	2403
17072007	1	2567	2586
18072007	1	2489	2552
19072007	1	2454	2579
20072007	1	2505	2608
21072007	1	2396	2419
22072007	1	2382	2160
23072007	1	2403	2461
24072007	1	2632	2553
25072007	1	2507	2559
26072007	1	2767	2389
27072007	1	2698	2488
28072007	1	2090	2059
29072007	1	1952	1924
30072007	1	2023	2044
31072007	1	2046	2060
01082007	1	1943	1924
02082007	1	1994	1916
03082007	1	1921	2009
04082007	1	1896	1924
05082007	1	1781	1924
06082007	1	1789	1924
07082007	1	1836	2095
08082007	1	1849	2023
09082007	1	1820	2078
10082007	1	1858	2046
11082007	1	1802	1924
12082007	1	1793	1924
13082007	1	1802	1924
14082007	1	1808	1960
15082007	1	1933	1924
16082007	1	1890	1914
17082007	1	1910	2091
18082007	1	1843	1856
19082007	1	1851	1924
20082007	1	2018	1924
21082007	1	2113	2055
22082007	1	2130	1924
23082007	1	2117	1923
24082007	1	2115	2209
25082007	1	2103	1924
26082007	1	2087	1924
27082007	1	2193	2200
28082007	1	2190	2120
29082007	1	2206	2132
30082007	1	2204	2140
31082007	1	2264	2352
01092007	1	2223	2413
02092007	1	2465	2141
03092007	1	2697	2563
04092007	1	2753	2499
05092007	1	2716	2597
06092007	1	2737	2570
07092007	1	2718	2215
08092007	1	2750	2316
09092007	1	2719	2141
10092007	1	2732	2593
11092007	1	2733	2560
12092007	1	3018	2614
13092007	1	2914	2587
14092007	1	2868	2585
15092007	1	2821	2484
16092007	1	2503	2174
17092007	1	2364	2636
18092007	1	2162	2681
19092007	1	2245	2648
20092007	1	2188	2662
21092007	1	2235	2582
22092007	1	2126	2315
23092007	1	2137	2120
24092007	1	2230	2623
25092007	1	2183	2598
26092007	1	2256	2620
27092007	1	2223	2655
28092007	1	2230	2667
29092007	1	2214	2561
30092007	1	2170	2133
01102007	1	2219	2558
02102007	1	2210	2612
03102007	1	2198	2587
04102007	1	2233	2742
05102007	1	2337	2640
06102007	1	2539	2588
07102007	1	2501	2343
08102007	1	2532	2537
09102007	1	2834	2678
10102007	1	2758	2618
11102007	1	2833	2621
12102007	1	2483	2486
13102007	1	2501	2435
14102007	1	2374	2343
15102007	1	2639	2624
16102007	1	2947	2597
17102007	1	2811	2724
18102007	1	2935	2740
19102007	1	2856	2762
20102007	1	2868	2551
21102007	1	2646	2296
22102007	1	2655	2546
23102007	1	2873	2691
24102007	1	2861	2708
25102007	1	2817	2791
26102007	1	2662	2759
27102007	1	2418	2724
28102007	1	2491	2354
29102007	1	2449	2700
30102007	1	2453	2801
31102007	1	2449	2827
01112007	1	2446	2813
02112007	1	2396	2604
03112007	1	2349	2641
04112007	1	2277	2527
05112007	1	2155	2673
06112007	1	2414	2775
07112007	1	2461	2810
08112007	1	2674	2809
09112007	1	2666	2810
10112007	1	2480	2762
11112007	1	2497	2419
12112007	1	2472	2797
13112007	1	2405	2725
14112007	1	2426	2643
15112007	1	2163	2408
16112007	1	2015	2482
17112007	1	1933	2367
18112007	1	1888	2109
19112007	1	2042	2459
20112007	1	2061	2581
21112007	1	2038	2593
22112007	1	2016	2664
23112007	1	2042	2645
24112007	1	1933	2390
25112007	1	1918	2199
26112007	1	2069	2593
27112007	1	2240	2830
28112007	1	2042	2616
29112007	1	2032	2471
30112007	1	2047	2470
01122007	1	1910	2259
02122007	1	1909	2077
03122007	1	2095	2471
04122007	1	2038	2534
05122007	1	2059	2520
06122007	1	2029	2366
07122007	1	1840	2344
08122007	1	1680	2208
09122007	1	1738	1924
10122007	1	1811	2239
11122007	1	1820	2243
12122007	1	1818	2303
13122007	1	1792	2107
14122007	1	1644	2250
15122007	1	1403	2094
16122007	1	1314	1916
17122007	1	1316	2057
18122007	1	1305	2024
19122007	1	1316	2206
20122007	1	1326	2343
21122007	1	1329	2149
22122007	1	1311	2006
23122007	1	1299	1805
24122007	1	1301	2052
25122007	1	1303	1712
26122007	1	1279	2003
27122007	1	1325	2046
28122007	1	1304	1972
29122007	1	1308	1969
30122007	1	1300	1720
31122007	1	1313	1647
01012008	1	1322	1498
02012008	1	1315	1474
03012008	1	1320	1374
04012008	1	1336	1382
05012008	1	1443	1424
06012008	1	1302	1348
07012008	1	1421	1471
08012008	1	1574	1518
09012008	1	1542	1566
10012008	1	1503	1391
11012008	1	1532	1323
12012008	1	1340	1306
13012008	1	1388	1300
14012008	1	1388	1310
15012008	1	1396	1296
16012008	1	1337	1328
17012008	1	1343	1294
18012008	1	1351	1323
19012008	1	1361	1316
20012008	1	1359	1316
21012008	1	1340	1317
22012008	1	1355	1298
23012008	1	1356	1320
24012008	1	1365	1315
25012008	1	1387	1322
26012008	1	1207	1209
27012008	1	1214	1207
28012008	1	1206	1208
29012008	1	1192	1197
30012008	1	1208	1196
31012008	1	1203	1204
01022008	1	1211	1216
02022008	1	1101	1102
03022008	1	1101	1104
04022008	1	1108	1105
05022008	1	1081	1104
06022008	1	1101	1104
07022008	1	1112	1184
08022008	1	1119	1116
09022008	1	1114	1111
10022008	1	1108	1111
11022008	1	1120	1111
12022008	1	1113	1110
13022008	1	1114	1112
14022008	1	1114	1137
15022008	1	1117	1119
16022008	1	1119	1111
17022008	1	1119	1126
18022008	1	1118	1118
19022008	1	1127	1130
20022008	1	1120	1118
21022008	1	1115	1125
22022008	1	1123	1123
23022008	1	1110	1113
24022008	1	1108	1112
25022008	1	1106	1145
26022008	1	1105	1149
27022008	1	1107	1145
28022008	1	1109	1117
29022008	1	1099	1108
01032008	1	1104	1130
02032008	1	1105	1122
03032008	1	1106	1110
04032008	1	1095	1122
05032008	1	1107	1147
06032008	1	1115	1116
07032008	1	1120	1120
08032008	1	1121	1123
09032008	1	1121	1120
10032008	1	1111	1125
11032008	1	1115	1112
12032008	1	1121	1134
13032008	1	1120	1119
14032008	1	1147	1271
15032008	1	1126	1121
16032008	1	1116	1114
17032008	1	1119	1120
18032008	1	1114	1110
19032008	1	1168	1248
20032008	1	1039	1095
21032008	1	1120	1109
22032008	1	1117	1118
23032008	1	1128	1120
24032008	1	1120	1114
25032008	1	1119	1124
26032008	1	1123	1111
27032008	1	1120	1126
28032008	1	1122	1122
29032008	1	1114	1146
30032008	1	1123	1187
31032008	1	1123	1144
01042008	1	1118	1141
02042008	1	1137	1009
03042008	1	1123	1264
04042008	1	1167	1834
05042008	1	1105	2111
06042008	1	1123	2258
07042008	1	1114	2272
08042008	1	1116	1859
09042008	1	1129	1721
10042008	1	1136	1598
11042008	1	1457	1442
12042008	1	1410	1424
13042008	1	1402	1422
14042008	1	1422	1432
15042008	1	1320	1354
16042008	1	1333	1359
17042008	1	1323	1369
18042008	1	1318	1310
19042008	1	1122	1265
20042008	1	1122	1109
21042008	1	1133	1148
22042008	1	1128	1112
23042008	1	1130	1155
24042008	1	1122	1163
25042008	1	1127	1218
26042008	1	1125	1231
27042008	1	1126	1189
28042008	1	1130	1204
29042008	1	1129	1216
30042008	1	1131	1235
01052008	1	1324	1331
02052008	1	1340	1324
03052008	1	1343	1300
04052008	1	1338	1319
05052008	1	1336	1320
06052008	1	1402	1426
07052008	1	1331	1334
08052008	1	1343	1315
09052008	1	1331	1328
10052008	1	1342	1321
11052008	1	1323	1322
12052008	1	1327	1311
13052008	1	1330	1309
14052008	1	1333	1301
15052008	1	1327	1275
16052008	1	1340	1306
17052008	1	1331	1339
18052008	1	1339	1321
19052008	1	1333	1333
20052008	1	1331	1427
21052008	1	1333	1346
22052008	1	1335	1364
23052008	1	1340	1365
24052008	1	1331	1389
25052008	1	1328	1405
26052008	1	1338	1394
27052008	1	1349	1416
28052008	1	1337	1343
29052008	1	1335	1350
30052008	1	1346	1389
31052008	1	1342	1358
01062008	1	1342	1411
02062008	1	1342	1397
03062008	1	1341	1374
04062008	1	1338	1353
05062008	1	1339	1352
06062008	1	1335	1340
07062008	1	1344	1444
08062008	1	1342	1364
09062008	1	1343	1395
10062008	1	1350	1610
11062008	1	1350	1485
12062008	1	1340	1536
13062008	1	1358	1579
14062008	1	1413	1428
15062008	1	1435	1383
16062008	1	1517	1721
17062008	1	1617	1507
18062008	1	1625	1473
19062008	1	1634	1533
20062008	1	1607	1510
21062008	1	1628	1389
22062008	1	1713	1378
23062008	1	1631	1658
24062008	1	1599	1430
25062008	1	1632	1561
26062008	1	1614	1424
27062008	1	1677	1387
28062008	1	2060	1443
29062008	1	1999	1342
30062008	1	2009	1391
01072008	1	1706	1429
02072008	1	1495	1432
03072008	1	1419	1615
04072008	1	1361	1692
05072008	1	1346	1765
06072008	1	1342	1345
07072008	1	1412	1655
08072008	1	1338	1567
09072008	1	1421	1470
10072008	1	1423	1552
11072008	1	1408	1574
12072008	1	1418	1505
13072008	1	1405	1275
14072008	1	1422	1462
15072008	1	1425	1469
16072008	1	1425	1405
17072008	1	1456	1347
18072008	1	1393	1518
19072008	1	1494	1373
20072008	1	1410	1320
21072008	1	1431	1454
22072008	1	1375	1466
23072008	1	1447	1580
24072008	1	1497	1581
25072008	1	1520	1647
26072008	1	1518	1526
27072008	1	1519	1644
28072008	1	1522	1616
29072008	1	1621	1780
30072008	1	1627	1761
31072008	1	1735	1749
01082008	1	1803	1886
02082008	1	1828	1660
03082008	1	1749	1667
04082008	1	2002	1875
05082008	1	1923	1887
06082008	1	1979	1910
07082008	1	2004	1984
08082008	1	2039	1865
09082008	1	2035	1784
10082008	1	2034	1697
11082008	1	2033	2076
12082008	1	2252	2138
13082008	1	2369	2186
14082008	1	2474	2216
15082008	1	2393	2230
16082008	1	2098	1881
17082008	1	2059	1572
18082008	1	2310	2061
19082008	1	2284	2198
20082008	1	2284	2195
21082008	1	2293	2267
22082008	1	2284	2267
23082008	1	1707	1929
24082008	1	1961	1565
25082008	1	2258	2089
26082008	1	2145	2247
27082008	1	2069	2242
28082008	1	2101	2243
29082008	1	2156	2240
30082008	1	1788	2154
31082008	1	1835	1625
01092008	1	2126	2119
02092008	1	2176	2198
03092008	1	2136	2155
04092008	1	2113	2185
05092008	1	2114	2261
06092008	1	1807	2006
07092008	1	1814	1595
08092008	1	2105	2148
09092008	1	2088	2075
10092008	1	2165	2167
11092008	1	2162	2107
12092008	1	2187	2136
13092008	1	1836	2046
14092008	1	1823	1765
15092008	1	2156	2075
16092008	1	2187	2111
17092008	1	2137	2095
18092008	1	2112	2033
19092008	1	2138	2061
20092008	1	1723	1909
21092008	1	1697	1595
22092008	1	2119	1907
23092008	1	2026	1968
24092008	1	2144	2054
25092008	1	2101	2038
26092008	1	2090	2038
27092008	1	1707	1945
28092008	1	1712	1583
29092008	1	2091	2026
30092008	1	2175	2093
01102008	1	2062	2152
02102008	1	2061	2116
03102008	1	2106	2045
04102008	1	1719	1913
05102008	1	1710	1546
06102008	1	1926	1884
07102008	1	1937	2311
08102008	1	1959	2275
09102008	1	1926	2350
10102008	1	1911	2596
11102008	1	1864	2151
12102008	1	1913	1983
13102008	1	2173	2231
14102008	1	2035	2431
15102008	1	2263	2453
16102008	1	2303	2488
17102008	1	2289	2525
18102008	1	2071	2224
19102008	1	1923	1815
20102008	1	2122	2293
21102008	1	2235	2424
22102008	1	2288	2511
23102008	1	2302	2591
24102008	1	2644	2782
25102008	1	2314	2450
26102008	1	2290	2058
27102008	1	2857	2570
28102008	1	2574	2705
29102008	1	2692	2722
30102008	1	2382	2727
31102008	1	2418	2718
01112008	1	2462	2395
02112008	1	2475	1995
03112008	1	2526	2533
04112008	1	2383	2707
05112008	1	2574	2692
06112008	1	2480	2710
07112008	1	2465	2739
08112008	1	2235	2549
09112008	1	2211	2159
10112008	1	2332	2469
11112008	1	2303	2774
12112008	1	2368	2592
13112008	1	2377	2378
14112008	1	2366	2349
15112008	1	2154	1674
16112008	1	2008	1515
17112008	1	2166	2202
18112008	1	2182	2382
19112008	1	1737	2442
20112008	1	1698	2332
21112008	1	1700	2191
22112008	1	1740	1879
23112008	1	1529	1590
24112008	1	1726	2065
25112008	1	1723	2209
26112008	1	1613	2249
27112008	1	1622	2232
28112008	1	1563	2205
29112008	1	1643	1819
30112008	1	1612	1594
01122008	1	1594	2128
02122008	1	1603	2190
03122008	1	1650	2180
04122008	1	1618	2222
05122008	1	1619	1990
06122008	1	1556	1677
07122008	1	1592	1508
08122008	1	1574	1769
09122008	1	1605	1901
10122008	1	1524	2162
11122008	1	1473	2039
12122008	1	1450	2041
13122008	1	1444	1786
14122008	1	1452	1563
15122008	1	1658	2108
16122008	1	1629	2139
17122008	1	1787	2056
18122008	1	1858	2007
19122008	1	1874	1986
20122008	1	1901	1658
21122008	1	1763	1503
22122008	1	2057	1869
23122008	1	2031	1838
24122008	1	2113	1545
25122008	1	1535	1463
26122008	1	1394	1471
27122008	1	1389	1462
28122008	1	1522	1425
29122008	1	1443	1698
30122008	1	1335	1541
31122008	1	1340	1506
01012009	1	1312	1348
02012009	1	1331	1352
03012009	1	1342	1279
04012009	1	1329	1341
05012009	1	1346	1523
06012009	1	1327	1564
07012009	1	1330	1406
08012009	1	1346	1469
09012009	1	1381	1710
10012009	1	1373	1370
11012009	1	1338	1334
12012009	1	1381	1418
13012009	1	1469	1484
14012009	1	1683	1524
15012009	1	1520	1571
16012009	1	1524	1668
17012009	1	1497	1587
18012009	1	1512	1489
19012009	1	1493	1376
20012009	1	1462	1366
21012009	1	1496	1409
22012009	1	1460	1362
23012009	1	1446	1409
24012009	1	1484	1335
25012009	1	1430	1331
26012009	1	1416	1329
27012009	1	1432	1335
28012009	1	1406	1458
29012009	1	1436	1508
30012009	1	1431	1510
31012009	1	1470	1406
01022009	1	1439	1353
02022009	1	1446	1547
03022009	1	1465	1978
04022009	1	1471	1907
05022009	1	1453	2022
06022009	1	1452	2050
07022009	1	1359	1880
08022009	1	1439	1572
09022009	1	1436	2112
10022009	1	1719	2173
11022009	1	1971	2167
12022009	1	2476	2311
13022009	1	2309	2137
14022009	1	2151	1602
15022009	1	2112	1392
16022009	1	2368	1756
17022009	1	2309	1809
18022009	1	2127	1544
19022009	1	2082	1831
20022009	1	2027	1779
21022009	1	1852	1586
22022009	1	1841	1407
23022009	1	1783	1312
24022009	1	1835	1334
25022009	1	1818	1491
26022009	1	2142	1762
27022009	1	1864	1860
28022009	1	1788	1709
01032009	1	1651	1330
02032009	1	1692	1725
03032009	1	1736	1876
04032009	1	1770	1940
05032009	1	1847	2026
06032009	1	2110	2006
07032009	1	2061	1701
08032009	1	2000	1535
09032009	1	2083	1910
10032009	1	2081	1995
11032009	1	2087	1956
12032009	1	2076	2014
13032009	1	2077	2119
14032009	1	1986	1867
15032009	1	1993	1613
16032009	1	1986	1969
17032009	1	1654	1974
18032009	1	1792	1902
19032009	1	1830	1958
20032009	1	1793	1995
21032009	1	1788	1939
22032009	1	1557	1517
23032009	1	1822	1936
24032009	1	1851	2021
25032009	1	1806	2108
26032009	1	1845	2101
27032009	1	1916	2090
28032009	1	1792	1646
29032009	1	1507	1434
30032009	1	1808	1790
31032009	1	1961	1754
01042009	1	1842	1780
02042009	1	1810	1774
03042009	1	1810	1698
04042009	1	1773	1682
05042009	1	1634	1489
06042009	1	1879	1651
07042009	1	1853	1907
08042009	1	1855	1881
09042009	1	1756	1756
10042009	1	1452	1328
11042009	1	1546	1326
12042009	1	1386	1339
13042009	1	1814	1502
14042009	1	1814	1579
15042009	1	1809	1902
16042009	1	1826	2592
17042009	1	1816	2461
18042009	1	1828	2203
19042009	1	1824	1939
20042009	1	1835	1966
21042009	1	1913	1868
22042009	1	2294	1984
23042009	1	2470	1711
24042009	1	2684	1748
25042009	1	2713	1540
26042009	1	2686	1545
27042009	1	2994	1675
28042009	1	3415	2227
29042009	1	4035	2353
30042009	1	3519	2813
01052009	1	3001	2974
02052009	1	2284	2983
03052009	1	2147	2354
04052009	1	2368	2077
05052009	1	3235	2079
06052009	1	3020	2410
07052009	1	2697	2549
08052009	1	2696	2747
09052009	1	2705	3015
10052009	1	2694	3055
11052009	1	2439	3050
12052009	1	2225	3449
13052009	1	2125	3497
14052009	1	2101	3028
15052009	1	2297	2736
16052009	1	2321	2394
17052009	1	2822	2179
18052009	1	2722	2462
19052009	1	2670	2899
20052009	1	2238	2725
21052009	1	2005	2912
22052009	1	2019	2864
23052009	1	2098	2850
24052009	1	2080	2411
25052009	1	2209	2459
26052009	1	2143	2379
27052009	1	2200	2496
28052009	1	2227	2538
29052009	1	2225	2336
30052009	1	2022	2117
31052009	1	1807	1833
01062009	1	2014	2361
02062009	1	2187	2337
03062009	1	2203	2270
04062009	1	2206	2229
05062009	1	1996	2262
06062009	1	1819	2052
07062009	1	1687	1679
08062009	1	1868	2111
09062009	1	1946	2202
10062009	1	1938	2264
11062009	1	1870	1850
12062009	1	1948	2198
13062009	1	1889	2072
14062009	1	1741	1694
15062009	1	2039	2246
16062009	1	1942	2229
17062009	1	2020	2271
18062009	1	2147	2210
19062009	1	2086	2267
20062009	1	2084	2190
21062009	1	2017	1825
22062009	1	2288	2062
23062009	1	2297	2059
24062009	1	2290	1871
25062009	1	2339	2113
26062009	1	2293	2277
27062009	1	2304	2177
28062009	1	2262	1854
29062009	1	2226	2419
30062009	1	2395	2415
01072009	1	2272	2416
02072009	1	2336	2333
03072009	1	2119	2509
